signal_date,planned_entry_date,actual_entry_date,entry_price_source,trade_date,stock_id,stock_name,entry_price,entry_price_raw,slippage_rate,shares,original_shares,remaining_shares,position_value,entry_slippage,buy_slippage_cost,entry_commission,buy_commission,exit_price,exit_price_raw,exit_slippage,sell_slippage_cost,exit_commission,sell_commission,exit_tax,sell_tax,total_cost,realized_pnl_after_cost,realized_pnl_pct_after_cost,last_exit_realized_pnl_after_cost,partial_exit_1_done,partial_exit_2_done,highest_price_since_entry,highest_pnl_pct_since_entry,trailing_stop_price,stop_loss_price,suggested_position_pct,status,current_price,market_value,unrealized_pnl,unrealized_pnl_pct,holding_days,stop_loss_hit,exit_date,realized_pnl,realized_pnl_pct,exit_reason
2026-05-11,NEXT_AVAILABLE_TRADING_DAY,2026-05-12,OPEN,2026-05-12,2357,華碩,686.686,686.0,0.001,130,130.0,0.0,0.0,0.686,89.18,127.21,127.21,640.359,641.0,0.641,83.33,33.22,33.22,249.74,249.74,582.68,-6432.68,-0.071957,-6432.68,False,False,686.686,0.0,,644.43,0.1,CLOSED,641.0,0.0,0.0,0.0,3.0,True,2026-05-15,-6432.68,-0.071957,stop_loss
2026-05-12,NEXT_AVAILABLE_TRADING_DAY,2026-05-13,OPEN,2026-05-13,1256,鮮活果汁-KY,199.199,199.0,0.001,253,253.0,0.0,0.0,0.199,50.35,20.11,20.11,180.819,181.0,0.181,45.79,18.25,18.25,137.24,137.24,271.74,-4825.74,-0.095716,-4825.74,False,False,209.5,0.051712,,175.07,0.1,CLOSED,181.0,0.0,0.0,0.0,19.0,False,2026-06-05,-4825.74,-0.095716,ma20_break
2026-05-12,NEXT_AVAILABLE_TRADING_DAY,2026-05-13,OPEN,2026-05-13,3048,益登,46.2462,46.2,0.001,4,4.0,0.0,0.0,0.0462,0.18,1.0,1.0,68.3316,68.4,0.0684,0.23,1.0,3.0,0.2,0.68,5.09,36.6,0.196795,20.63,True,True,74.5,0.610943,68.54,43.15,0.1,CLOSED,68.4,0.0,0.0,0.0,15.0,False,2026-06-01,36.6,0.196795,trailing_stop
2026-05-13,NEXT_AVAILABLE_TRADING_DAY,2026-05-14,OPEN,2026-05-14,8926,台汽電,59.7597,59.7,0.001,1469,1469.0,368.0,21991.57,0.0597,87.7,35.03,35.03,72.2277,72.3,0.0723,76.96,10.58,30.68,79.52,230.65,461.02,10799.93,0.122975,0.0,True,True,75.0,0.255026,69.0,52.98,0.1,OPEN,75.0,27600.0,5608.43,0.255026,8.0,False,2026-05-27,10799.93,0.122975,take_profit_2
2026-05-13,NEXT_AVAILABLE_TRADING_DAY,2026-05-14,OPEN,2026-05-14,2030,彰源,18.3183,18.3,0.001,1,1.0,1.0,18.32,0.0183,0.02,1.0,1.0,,,,0.0,,0.0,,0.0,1.02,0.0,,0.0,False,False,19.2,0.048132,,16.67,0.1,OPEN,18.65,18.65,0.33,0.018108,8.0,False,,,,
2026-05-14,NEXT_AVAILABLE_TRADING_DAY,2026-05-15,OPEN,2026-05-15,2425,承啟,35.4354,35.4,0.001,2580,2580.0,0.0,0.0,0.0354,91.33,36.48,36.48,33.1668,33.2,0.0332,85.66,34.14,34.14,256.71,256.71,504.32,-6180.32,-0.067574,-6180.32,False,False,36.7,0.035687,,32.45,0.1,CLOSED,33.2,0.0,0.0,0.0,18.0,False,2026-06-08,-6180.32,-0.067574,ma20_break
2026-05-15,NEXT_AVAILABLE_TRADING_DAY,2026-05-18,OPEN,2026-05-18,5538,東明-KY,35.2853,35.25,0.001,2834,2834.0,0.0,0.0,0.0353,100.04,39.9,39.9,33.5664,33.6,0.0336,95.22,37.96,37.96,285.38,285.38,558.5,-5234.6,-0.052326,-5234.6,False,False,35.2853,0.0,,33.91,0.1,CLOSED,33.6,0.0,0.0,0.0,0.0,True,2026-05-18,-5234.6,-0.052326,stop_loss
2026-05-15,NEXT_AVAILABLE_TRADING_DAY,2026-05-18,OPEN,2026-05-18,1776,展宇,18.9189,18.9,0.001,5285,5285.0,0.0,0.0,0.0189,99.89,39.89,39.89,17.6823,17.7,0.0177,93.54,37.29,37.29,280.35,280.35,550.96,-6892.96,-0.068911,-6892.96,False,False,18.9189,0.0,,17.79,0.1,CLOSED,17.7,0.0,0.0,0.0,1.0,True,2026-05-19,-6892.96,-0.068911,stop_loss
2026-05-15,NEXT_AVAILABLE_TRADING_DAY,2026-05-18,OPEN,2026-05-18,6579,研揚,149.149,149.0,0.001,169,169.0,0.0,0.0,0.149,25.18,10.06,10.06,162.3375,162.5,0.1625,29.08,2.79,11.59,20.94,87.15,163.06,3735.43,0.148136,540.81,True,True,177.0,0.186733,162.84,138.46,0.1,CLOSED,162.5,0.0,0.0,0.0,15.0,False,2026-06-05,3735.43,0.148136,trailing_stop
2026-05-15,NEXT_AVAILABLE_TRADING_DAY,2026-05-18,OPEN,2026-05-18,3059,華晶科,41.992,41.95,0.001,1,1.0,0.0,0.0,0.042,0.04,1.0,1.0,46.4035,46.45,0.0465,0.05,1.0,1.0,0.14,0.14,2.23,2.27,0.052803,2.27,True,False,46.45,0.106163,42.734,38.86,0.1,CLOSED,46.45,0.0,0.0,0.0,11.0,False,2026-06-01,2.27,0.052803,take_profit_1
2026-05-15,NEXT_AVAILABLE_TRADING_DAY,2026-05-18,OPEN,2026-05-18,8163,達方,34.2342,34.2,0.001,1,1.0,0.0,0.0,0.0342,0.03,1.0,1.0,39.2607,39.3,0.0393,0.04,1.0,1.0,0.12,0.12,2.19,2.91,0.0826,2.91,True,False,39.3,0.147975,36.156,31.55,0.1,CLOSED,39.3,0.0,0.0,0.0,9.0,False,2026-05-29,2.91,0.0826,take_profit_1
2026-05-18,NEXT_AVAILABLE_TRADING_DAY,2026-05-19,OPEN,2026-05-19,4562,穎漢,43.7437,43.7,0.001,2166,2166.0,0.0,0.0,0.0437,94.65,37.8,37.8,40.8091,40.85,0.0409,88.59,35.27,35.27,265.18,265.18,521.49,-6694.59,-0.070628,-6694.59,False,False,45.55,0.041293,,39.51,0.1,CLOSED,40.85,0.0,0.0,0.0,13.0,False,2026-06-04,-6694.59,-0.070628,ma20_break
2026-05-19,NEXT_AVAILABLE_TRADING_DAY,2026-05-20,OPEN,2026-05-20,6834,天二科技,56.4564,56.4,0.001,1771,1771.0,0.0,0.0,0.0564,99.88,39.89,39.89,70.4295,70.5,0.0705,121.4,12.45,48.39,93.6,363.85,673.41,20846.18,0.208411,6074.05,True,True,81.9,0.450677,75.348,50.69,0.1,CLOSED,70.5,0.0,0.0,0.0,6.0,False,2026-05-28,20846.18,0.208411,trailing_stop
2026-05-19,NEXT_AVAILABLE_TRADING_DAY,2026-05-20,OPEN,2026-05-20,2478,大毅,96.2962,96.2,0.001,1038,1038.0,260.0,25037.01,0.0962,99.86,39.88,39.88,115.884,116.0,0.116,84.79,11.98,33.81,90.04,254.14,512.48,9477.42,0.094779,0.0,True,True,170.0,0.765386,156.4,88.6,0.1,OPEN,170.0,44200.0,19162.99,0.765386,8.0,False,2026-05-21,9477.42,0.094779,take_profit_2
2026-05-19,NEXT_AVAILABLE_TRADING_DAY,2026-05-20,OPEN,2026-05-20,6902,GOGOLOOK,129.129,129.0,0.001,774,774.0,387.0,49972.92,0.129,99.85,39.88,39.88,140.859,141.0,0.141,54.57,21.75,21.75,163.54,163.54,379.59,4334.28,0.043349,0.0,True,False,147.5,0.142269,135.7,116.84,0.1,OPEN,144.5,55921.5,5948.58,0.119036,8.0,False,2026-05-26,4334.28,0.043349,take_profit_1
2026-05-19,NEXT_AVAILABLE_TRADING_DAY,2026-05-20,OPEN,2026-05-20,4571,鈞興-KY,229.7295,229.5,0.001,84,84.0,0.0,0.0,0.2295,19.28,7.7,7.7,197.802,198.0,0.198,16.63,6.63,6.63,49.85,49.85,100.09,-2746.09,-0.142248,-2746.09,False,False,229.7295,0.0,,209.3,0.1,CLOSED,198.0,0.0,0.0,0.0,9.0,True,2026-06-02,-2746.09,-0.142248,stop_loss
2026-05-19,NEXT_AVAILABLE_TRADING_DAY,2026-05-20,OPEN,2026-05-20,3055,蔚華科,122.122,122.0,0.001,1,1.0,0.0,0.0,0.122,0.12,1.0,1.0,111.888,112.0,0.112,0.11,1.0,1.0,0.34,0.34,2.57,-12.57,-0.102096,-12.57,False,False,122.122,0.0,,114.08,0.1,CLOSED,112.0,0.0,0.0,0.0,0.0,True,2026-05-20,-12.57,-0.102096,stop_loss
