stock_id,stock_name,date,pe_ratio,pb_ratio,dividend_yield,financial_quarter,valuation_source,valuation_source_status
6405,悅城,2026-06-10,,1.63,,,TWSE OpenAPI BWIBBU_ALL,OK
6409,旭隼,2026-06-10,24.49,7.26,4.33,,TWSE OpenAPI BWIBBU_ALL,OK
6412,群電,2026-06-10,16.73,2.41,4.25,,TWSE OpenAPI BWIBBU_ALL,OK
6414,樺漢,2026-06-10,18.03,2.15,3.55,,TWSE OpenAPI BWIBBU_ALL,OK
6415,矽力*-KY,2026-06-10,66.2,5.01,0.52,,TWSE OpenAPI BWIBBU_ALL,OK
6416,瑞祺電通,2026-06-10,17.96,1.72,3.43,,TWSE OpenAPI BWIBBU_ALL,OK
6426,統新,2026-06-10,400.0,8.59,0.24,,TWSE OpenAPI BWIBBU_ALL,OK
6431,光麗-KY,2026-06-10,,3.06,,,TWSE OpenAPI BWIBBU_ALL,OK
6438,迅得,2026-06-10,26.74,2.13,3.42,,TWSE OpenAPI BWIBBU_ALL,OK
6442,光聖,2026-06-10,71.29,20.88,0.62,,TWSE OpenAPI BWIBBU_ALL,OK
6443,元晶,2026-06-10,,5.8,,,TWSE OpenAPI BWIBBU_ALL,OK
6446,藥華藥,2026-06-10,61.82,10.64,0.26,,TWSE OpenAPI BWIBBU_ALL,OK
6449,鈺邦,2026-06-10,47.85,5.89,1.14,,TWSE OpenAPI BWIBBU_ALL,OK
6451,訊芯-KY,2026-06-10,,8.41,0.04,,TWSE OpenAPI BWIBBU_ALL,OK
6456,GIS-KY,2026-06-10,,0.79,,,TWSE OpenAPI BWIBBU_ALL,OK
6464,台數科,2026-06-10,19.16,1.21,2.22,,TWSE OpenAPI BWIBBU_ALL,OK
6472,保瑞,2026-06-10,31.54,3.48,2.51,,TWSE OpenAPI BWIBBU_ALL,OK
6477,安集,2026-06-10,356.67,1.26,1.09,,TWSE OpenAPI BWIBBU_ALL,OK
6491,晶碩,2026-06-10,15.67,2.25,3.07,,TWSE OpenAPI BWIBBU_ALL,OK
6504,南六,2026-06-10,,0.74,2.8,,TWSE OpenAPI BWIBBU_ALL,OK
6505,台塑化,2026-06-10,18.28,1.3,2.35,,TWSE OpenAPI BWIBBU_ALL,OK
6515,穎崴,2026-06-10,166.5,45.07,0.62,,TWSE OpenAPI BWIBBU_ALL,OK
6525,捷敏-KY,2026-06-10,18.78,3.35,4.39,,TWSE OpenAPI BWIBBU_ALL,OK
6526,達發,2026-06-10,35.3,5.75,2.2,,TWSE OpenAPI BWIBBU_ALL,OK
6531,愛普*,2026-06-10,90.85,12.32,0.78,,TWSE OpenAPI BWIBBU_ALL,OK
6533,晶心科,2026-06-10,,2.32,,,TWSE OpenAPI BWIBBU_ALL,OK
6534,正瀚-創,2026-06-10,18.72,3.44,5.36,,TWSE OpenAPI BWIBBU_ALL,OK
6541,泰福-KY,2026-06-10,,1.95,,,TWSE OpenAPI BWIBBU_ALL,OK
6550,北極星藥業-KY,2026-06-10,,2.33,,,TWSE OpenAPI BWIBBU_ALL,OK
6552,易華電,2026-06-10,,1.43,,,TWSE OpenAPI BWIBBU_ALL,OK
6558,興能高,2026-06-10,,2.13,,,TWSE OpenAPI BWIBBU_ALL,OK
6573,虹揚-KY,2026-06-10,11.49,2.0,,,TWSE OpenAPI BWIBBU_ALL,OK
6579,研揚,2026-06-10,29.82,2.64,2.31,,TWSE OpenAPI BWIBBU_ALL,OK
6581,鋼聯,2026-06-10,17.74,2.97,4.93,,TWSE OpenAPI BWIBBU_ALL,OK
6582,申豐,2026-06-10,,0.52,,,TWSE OpenAPI BWIBBU_ALL,OK
6585,鼎基,2026-06-10,25.71,2.45,3.57,,TWSE OpenAPI BWIBBU_ALL,OK
6589,台康生技,2026-06-10,,1.68,,,TWSE OpenAPI BWIBBU_ALL,OK
6591,動力-KY,2026-06-10,12.84,1.05,7.26,,TWSE OpenAPI BWIBBU_ALL,OK
6592,和潤企業,2026-06-10,13.64,1.3,4.92,,TWSE OpenAPI BWIBBU_ALL,OK
6598,ABC-KY,2026-06-10,,3.79,,,TWSE OpenAPI BWIBBU_ALL,OK
6605,帝寶,2026-06-10,11.06,1.19,4.41,,TWSE OpenAPI BWIBBU_ALL,OK
6606,建德工業,2026-06-10,23.85,1.82,3.96,,TWSE OpenAPI BWIBBU_ALL,OK
6614,資拓宏宇,2026-06-10,16.02,2.16,4.14,,TWSE OpenAPI BWIBBU_ALL,OK
6625,必應,2026-06-10,7.48,2.56,6.67,,TWSE OpenAPI BWIBBU_ALL,OK
6641,基士德-KY,2026-06-10,38.02,0.44,2.19,,TWSE OpenAPI BWIBBU_ALL,OK
6645,金萬林-創,2026-06-10,,1.79,,,TWSE OpenAPI BWIBBU_ALL,OK
6655,科定,2026-06-10,29.68,3.51,4.98,,TWSE OpenAPI BWIBBU_ALL,OK
6657,華安,2026-06-10,,3.62,,,TWSE OpenAPI BWIBBU_ALL,OK
6658,聯策,2026-06-10,67.43,4.64,0.68,,TWSE OpenAPI BWIBBU_ALL,OK
6666,羅麗芬-KY,2026-06-10,19.1,1.11,4.85,,TWSE OpenAPI BWIBBU_ALL,OK
6668,中揚光,2026-06-10,,1.86,,,TWSE OpenAPI BWIBBU_ALL,OK
6669,緯穎,2026-06-10,16.98,6.72,3.25,,TWSE OpenAPI BWIBBU_ALL,OK
6670,復盛應用,2026-06-10,13.66,2.33,5.68,,TWSE OpenAPI BWIBBU_ALL,OK
6671,三能-KY,2026-06-10,11.5,0.91,4.62,,TWSE OpenAPI BWIBBU_ALL,OK
6672,騰輝電子-KY,2026-06-10,39.51,4.2,1.53,,TWSE OpenAPI BWIBBU_ALL,OK
6674,鋐寶科技,2026-06-10,,1.42,,,TWSE OpenAPI BWIBBU_ALL,OK
6689,伊雲谷,2026-06-10,30.31,1.53,2.92,,TWSE OpenAPI BWIBBU_ALL,OK
6691,洋基工程,2026-06-10,23.42,12.8,3.48,,TWSE OpenAPI BWIBBU_ALL,OK
6695,芯鼎,2026-06-10,,3.3,,,TWSE OpenAPI BWIBBU_ALL,OK
6698,旭暉應材,2026-06-10,,2.3,1.33,,TWSE OpenAPI BWIBBU_ALL,OK
6706,惠特,2026-06-10,,3.4,,,TWSE OpenAPI BWIBBU_ALL,OK
6715,嘉基,2026-06-10,180.09,6.98,0.53,,TWSE OpenAPI BWIBBU_ALL,OK
6719,力智,2026-06-10,29.67,1.57,2.16,,TWSE OpenAPI BWIBBU_ALL,OK
6722,輝創,2026-06-10,15.75,1.28,5.14,,TWSE OpenAPI BWIBBU_ALL,OK
6742,澤米,2026-06-10,,3.41,0.5,,TWSE OpenAPI BWIBBU_ALL,OK
6743,安普新,2026-06-10,36.65,1.65,9.98,,TWSE OpenAPI BWIBBU_ALL,OK
6753,龍德造船,2026-06-10,16.95,2.82,1.04,,TWSE OpenAPI BWIBBU_ALL,OK
6754,匯僑設計,2026-06-10,13.8,1.39,7.83,,TWSE OpenAPI BWIBBU_ALL,OK
6756,威鋒電子,2026-06-10,61.71,2.25,0.96,,TWSE OpenAPI BWIBBU_ALL,OK
6757,台灣虎航,2026-06-10,8.62,3.26,4.51,,TWSE OpenAPI BWIBBU_ALL,OK
6768,志強-KY,2026-06-10,17.94,1.22,5.45,,TWSE OpenAPI BWIBBU_ALL,OK
6770,力積電,2026-06-10,36.38,2.83,,,TWSE OpenAPI BWIBBU_ALL,OK
6771,平和環保-創,2026-06-10,14.01,1.44,7.66,,TWSE OpenAPI BWIBBU_ALL,OK
6776,展碁國際,2026-06-10,14.88,2.07,5.02,,TWSE OpenAPI BWIBBU_ALL,OK
6781,AES-KY,2026-06-10,27.6,5.1,1.77,,TWSE OpenAPI BWIBBU_ALL,OK
6782,視陽,2026-06-10,13.12,2.91,4.32,,TWSE OpenAPI BWIBBU_ALL,OK
6789,采鈺,2026-06-10,98.92,7.74,0.65,,TWSE OpenAPI BWIBBU_ALL,OK
6790,永豐實,2026-06-10,12.92,1.74,6.68,,TWSE OpenAPI BWIBBU_ALL,OK
6792,詠業,2026-06-10,29.33,2.17,3.79,,TWSE OpenAPI BWIBBU_ALL,OK
6794,向榮生技,2026-06-10,,6.09,,,TWSE OpenAPI BWIBBU_ALL,OK
6796,晉弘,2026-06-10,,2.76,0.42,,TWSE OpenAPI BWIBBU_ALL,OK
6799,來頡,2026-06-10,23.28,2.3,2.96,,TWSE OpenAPI BWIBBU_ALL,OK
6805,富世達,2026-06-10,44.79,16.21,0.71,,TWSE OpenAPI BWIBBU_ALL,OK
6806,森崴能源,2026-06-10,,7.53,24.75,,TWSE OpenAPI BWIBBU_ALL,OK
6807,峰源-KY,2026-06-10,9.77,0.72,7.51,,TWSE OpenAPI BWIBBU_ALL,OK
6830,汎銓,2026-06-10,,8.26,0.2,,TWSE OpenAPI BWIBBU_ALL,OK
6831,邁科,2026-06-10,148.58,18.44,0.41,,TWSE OpenAPI BWIBBU_ALL,OK
6834,天二科技,2026-06-10,114.75,4.24,0.57,,TWSE OpenAPI BWIBBU_ALL,OK
6835,圓裕,2026-06-10,283.46,1.36,2.71,,TWSE OpenAPI BWIBBU_ALL,OK
6838,台新藥,2026-06-10,,2.6,,,TWSE OpenAPI BWIBBU_ALL,OK
6854,錼創科技-KY創,2026-06-10,,4.12,,,TWSE OpenAPI BWIBBU_ALL,OK
6861,睿生光電,2026-06-10,64.43,8.52,0.63,,TWSE OpenAPI BWIBBU_ALL,OK
6862,三集瑞-KY,2026-06-10,31.89,3.11,2.57,,TWSE OpenAPI BWIBBU_ALL,OK
6863,永道-KY,2026-06-10,92.2,1.22,1.49,,TWSE OpenAPI BWIBBU_ALL,OK
6869,雲豹能源,2026-06-10,,2.48,2.44,,TWSE OpenAPI BWIBBU_ALL,OK
6873,泓德能源,2026-06-10,26.79,1.13,2.91,,TWSE OpenAPI BWIBBU_ALL,OK
6885,全福生技,2026-06-10,,2.01,,,TWSE OpenAPI BWIBBU_ALL,OK
6887,寶綠特-KY,2026-06-10,15.04,0.89,6.79,,TWSE OpenAPI BWIBBU_ALL,OK
6890,來億-KY,2026-06-10,27.7,2.82,3.21,,TWSE OpenAPI BWIBBU_ALL,OK
6901,鑽石投資,2026-06-10,,1.55,,,TWSE OpenAPI BWIBBU_ALL,OK
6902,GOGOLOOK,2026-06-10,49.32,6.75,,,TWSE OpenAPI BWIBBU_ALL,OK
6906,現觀科,2026-06-10,47.98,4.09,1.89,,TWSE OpenAPI BWIBBU_ALL,OK
6908,宏碁遊戲-創,2026-06-10,28.97,1.16,3.15,,TWSE OpenAPI BWIBBU_ALL,OK
6909,創控,2026-06-10,53.64,2.89,2.3,,TWSE OpenAPI BWIBBU_ALL,OK
6914,阜爾運通,2026-06-10,14.42,2.7,5.67,,TWSE OpenAPI BWIBBU_ALL,OK
6916,華凌,2026-06-10,,1.28,1.44,,TWSE OpenAPI BWIBBU_ALL,OK
6918,愛派司,2026-06-10,14.39,2.18,6.84,,TWSE OpenAPI BWIBBU_ALL,OK
6919,康霈*,2026-06-10,,14.68,,,TWSE OpenAPI BWIBBU_ALL,OK
6921,嘉雨思-創,2026-06-10,204.41,7.91,,,TWSE OpenAPI BWIBBU_ALL,OK
6923,中台,2026-06-10,25.57,2.65,3.86,,TWSE OpenAPI BWIBBU_ALL,OK
6924,榮惠-KY創,2026-06-10,19.79,5.24,3.79,,TWSE OpenAPI BWIBBU_ALL,OK
6928,攸泰科技,2026-06-10,,1.81,,,TWSE OpenAPI BWIBBU_ALL,OK
6931,青松健康,2026-06-10,21.22,2.34,1.17,,TWSE OpenAPI BWIBBU_ALL,OK
6933,AMAX-KY,2026-06-10,25.17,2.66,1.67,,TWSE OpenAPI BWIBBU_ALL,OK
6934,心誠鎂,2026-06-10,,4.37,,,TWSE OpenAPI BWIBBU_ALL,OK
6936,永鴻生技,2026-06-10,17.46,1.72,4.58,,TWSE OpenAPI BWIBBU_ALL,OK
6937,天虹,2026-06-10,84.1,5.36,0.51,,TWSE OpenAPI BWIBBU_ALL,OK
6944,兆聯實業,2026-06-10,25.55,7.86,2.2,,TWSE OpenAPI BWIBBU_ALL,OK
6949,沛爾生醫-創,2026-06-10,,17.86,,,TWSE OpenAPI BWIBBU_ALL,OK
6951,青新-創,2026-06-10,14.43,3.69,6.39,,TWSE OpenAPI BWIBBU_ALL,OK
6952,大武山,2026-06-10,46.49,1.66,,,TWSE OpenAPI BWIBBU_ALL,OK
6955,邦睿生技-創,2026-06-10,33.41,5.45,2.17,,TWSE OpenAPI BWIBBU_ALL,OK
6957,裕慶-KY,2026-06-10,17.9,4.55,4.76,,TWSE OpenAPI BWIBBU_ALL,OK
6958,日盛台駿,2026-06-10,,0.71,,,TWSE OpenAPI BWIBBU_ALL,OK
6962,奕力-KY,2026-06-10,23.42,0.83,2.92,,TWSE OpenAPI BWIBBU_ALL,OK
6965,中傑-KY,2026-06-10,50.19,1.03,6.19,,TWSE OpenAPI BWIBBU_ALL,OK
6969,成信實業*-創,2026-06-10,,2.42,,,TWSE OpenAPI BWIBBU_ALL,OK
6988,威力暘-創,2026-06-10,,0.95,,,TWSE OpenAPI BWIBBU_ALL,OK
6994,富威電力,2026-06-10,9.33,1.79,5.13,,TWSE OpenAPI BWIBBU_ALL,OK
7610,聯友金屬-創,2026-06-10,106.81,39.48,0.14,,TWSE OpenAPI BWIBBU_ALL,OK
7631,聚賢研發-創,2026-06-10,17.55,2.99,2.96,,TWSE OpenAPI BWIBBU_ALL,OK
7705,三商餐飲,2026-06-10,14.08,1.32,5.1,,TWSE OpenAPI BWIBBU_ALL,OK
7711,永擎,2026-06-10,31.52,5.33,2.55,,TWSE OpenAPI BWIBBU_ALL,OK
7721,微程式,2026-06-10,129.83,3.36,1.31,,TWSE OpenAPI BWIBBU_ALL,OK
7722,LINEPAY,2026-06-10,49.22,2.18,0.58,,TWSE OpenAPI BWIBBU_ALL,OK
7730,暉盛-創,2026-06-10,94.82,6.95,0.82,,TWSE OpenAPI BWIBBU_ALL,OK
7732,金興精密,2026-06-10,20.52,1.28,4.23,,TWSE OpenAPI BWIBBU_ALL,OK
7736,虎山,2026-06-10,15.65,1.58,5.31,,TWSE OpenAPI BWIBBU_ALL,OK
7740,熙特爾-創,2026-06-10,23.67,6.2,1.97,,TWSE OpenAPI BWIBBU_ALL,OK
7749,意騰-KY,2026-06-10,41.97,6.18,1.72,,TWSE OpenAPI BWIBBU_ALL,OK
7750,新代,2026-06-10,53.27,13.41,0.75,,TWSE OpenAPI BWIBBU_ALL,OK
7760,享溫馨,2026-06-10,54.24,1.0,6.25,,TWSE OpenAPI BWIBBU_ALL,OK
7765,中華資安,2026-06-10,22.23,4.56,3.92,,TWSE OpenAPI BWIBBU_ALL,OK
7768,頌勝科技,2026-06-10,125.08,12.28,1.03,,TWSE OpenAPI BWIBBU_ALL,OK
7769,鴻勁,2026-06-10,85.35,19.62,0.95,,TWSE OpenAPI BWIBBU_ALL,OK
7780,大研生醫*,2026-06-10,44.05,2.72,3.78,,TWSE OpenAPI BWIBBU_ALL,OK
7786,東方風能,2026-06-10,12.31,2.11,4.65,,TWSE OpenAPI BWIBBU_ALL,OK
7788,松川精密,2026-06-10,68.39,3.45,0.77,,TWSE OpenAPI BWIBBU_ALL,OK
7791,皇家可口,2026-06-10,13.73,1.38,6.06,,TWSE OpenAPI BWIBBU_ALL,OK
7795,長廣,2026-06-10,128.32,10.03,0.6,,TWSE OpenAPI BWIBBU_ALL,OK
7799,禾榮科,2026-06-10,,4.73,,,TWSE OpenAPI BWIBBU_ALL,OK
7803,雲象科技-創,2026-06-10,,3.75,,,TWSE OpenAPI BWIBBU_ALL,OK
7818,溢泰實業,2026-06-10,11.15,1.16,3.56,,TWSE OpenAPI BWIBBU_ALL,OK
7821,神數,2026-06-10,14.68,2.33,4.56,,TWSE OpenAPI BWIBBU_ALL,OK
7822,倍利科,2026-06-10,78.23,7.49,0.7,,TWSE OpenAPI BWIBBU_ALL,OK
7823,奧義賽博-KY創,2026-06-10,,5.18,,,TWSE OpenAPI BWIBBU_ALL,OK
7827,漢康-KY創,2026-06-10,,47.26,,,TWSE OpenAPI BWIBBU_ALL,OK
8011,台通,2026-06-10,21.0,0.91,3.92,,TWSE OpenAPI BWIBBU_ALL,OK
8016,矽創,2026-06-10,18.0,2.94,4.01,,TWSE OpenAPI BWIBBU_ALL,OK
8021,尖點,2026-06-10,159.31,14.99,0.36,,TWSE OpenAPI BWIBBU_ALL,OK
8028,昇陽半導體,2026-06-10,69.69,10.41,0.86,,TWSE OpenAPI BWIBBU_ALL,OK
8033,雷虎,2026-06-10,192.54,10.21,,,TWSE OpenAPI BWIBBU_ALL,OK
8039,台虹,2026-06-10,54.43,3.21,1.55,,TWSE OpenAPI BWIBBU_ALL,OK
8045,達運光電,2026-06-10,87.57,3.01,1.63,,TWSE OpenAPI BWIBBU_ALL,OK
8046,南電,2026-06-10,179.45,11.72,0.24,,TWSE OpenAPI BWIBBU_ALL,OK
8070,長華*,2026-06-10,54.34,2.29,4.7,,TWSE OpenAPI BWIBBU_ALL,OK
8072,陞泰,2026-06-10,27.75,1.01,3.53,,TWSE OpenAPI BWIBBU_ALL,OK
8081,致新,2026-06-10,14.71,3.06,6.19,,TWSE OpenAPI BWIBBU_ALL,OK
8101,華冠,2026-06-10,,3.49,,,TWSE OpenAPI BWIBBU_ALL,OK
8103,瀚荃,2026-06-10,20.43,1.92,2.95,,TWSE OpenAPI BWIBBU_ALL,OK
8104,錸寶,2026-06-10,,1.45,0.51,,TWSE OpenAPI BWIBBU_ALL,OK
8105,凌巨,2026-06-10,690.0,1.13,,,TWSE OpenAPI BWIBBU_ALL,OK
8110,華東,2026-06-10,18.97,2.11,2.9,,TWSE OpenAPI BWIBBU_ALL,OK
8112,至上,2026-06-10,11.16,2.64,4.1,,TWSE OpenAPI BWIBBU_ALL,OK
8114,振樺電,2026-06-10,13.5,2.04,5.66,,TWSE OpenAPI BWIBBU_ALL,OK
8131,福懋科,2026-06-10,33.79,2.35,1.49,,TWSE OpenAPI BWIBBU_ALL,OK
8150,南茂,2026-06-10,74.83,2.51,1.39,,TWSE OpenAPI BWIBBU_ALL,OK
8162,微矽電子-創,2026-06-10,48.12,3.29,2.26,,TWSE OpenAPI BWIBBU_ALL,OK
8163,達方,2026-06-10,82.45,1.14,1.19,,TWSE OpenAPI BWIBBU_ALL,OK
8201,無敵,2026-06-10,,1.83,,,TWSE OpenAPI BWIBBU_ALL,OK
8210,勤誠,2026-06-10,42.84,14.36,0.97,,TWSE OpenAPI BWIBBU_ALL,OK
8213,志超,2026-06-10,18.13,0.57,3.26,,TWSE OpenAPI BWIBBU_ALL,OK
8215,明基材,2026-06-10,,1.89,1.04,,TWSE OpenAPI BWIBBU_ALL,OK
8222,寶一,2026-06-10,56.39,2.55,1.02,,TWSE OpenAPI BWIBBU_ALL,OK
8249,菱光,2026-06-10,18.69,1.09,4.15,,TWSE OpenAPI BWIBBU_ALL,OK
8261,富鼎,2026-06-10,26.8,3.04,3.19,,TWSE OpenAPI BWIBBU_ALL,OK
8271,宇瞻,2026-06-10,9.84,4.1,2.23,,TWSE OpenAPI BWIBBU_ALL,OK
8341,日友,2026-06-10,17.3,2.07,4.92,,TWSE OpenAPI BWIBBU_ALL,OK
8367,建新國際,2026-06-10,11.39,1.14,7.11,,TWSE OpenAPI BWIBBU_ALL,OK
8374,羅昇,2026-06-10,,4.97,0.22,,TWSE OpenAPI BWIBBU_ALL,OK
8404,百和興業-KY,2026-06-10,16.01,1.01,2.87,,TWSE OpenAPI BWIBBU_ALL,OK
8411,福貞-KY,2026-06-10,122.5,0.44,0.82,,TWSE OpenAPI BWIBBU_ALL,OK
8422,可寧衛*,2026-06-10,28.01,3.18,3.97,,TWSE OpenAPI BWIBBU_ALL,OK
8429,金麗-KY,2026-06-10,60.18,0.19,,,TWSE OpenAPI BWIBBU_ALL,OK
8438,昶昕,2026-06-10,30.57,2.81,1.62,,TWSE OpenAPI BWIBBU_ALL,OK
8442,威宏-KY,2026-06-10,22.65,0.78,7.4,,TWSE OpenAPI BWIBBU_ALL,OK
8443,阿瘦,2026-06-10,,1.17,1.77,,TWSE OpenAPI BWIBBU_ALL,OK
8454,富邦媒,2026-06-10,42.89,11.51,2.22,,TWSE OpenAPI BWIBBU_ALL,OK
8462,柏文,2026-06-10,15.3,4.15,5.13,,TWSE OpenAPI BWIBBU_ALL,OK
8463,潤泰材,2026-06-10,10.35,1.33,3.64,,TWSE OpenAPI BWIBBU_ALL,OK
8464,億豐,2026-06-10,15.29,3.62,4.74,,TWSE OpenAPI BWIBBU_ALL,OK
8466,美吉吉-KY,2026-06-10,,0.4,1.94,,TWSE OpenAPI BWIBBU_ALL,OK
8467,波力-KY,2026-06-10,14.92,2.43,5.49,,TWSE OpenAPI BWIBBU_ALL,OK
8473,山林水,2026-06-10,17.65,1.29,3.74,,TWSE OpenAPI BWIBBU_ALL,OK
8476,台境*,2026-06-10,45.36,1.65,1.05,,TWSE OpenAPI BWIBBU_ALL,OK
8478,東哥遊艇,2026-06-10,10.11,1.63,3.92,,TWSE OpenAPI BWIBBU_ALL,OK
8481,政伸,2026-06-10,13.39,1.66,6.73,,TWSE OpenAPI BWIBBU_ALL,OK
8482,商億-KY,2026-06-10,19.87,1.53,4.18,,TWSE OpenAPI BWIBBU_ALL,OK
8487,愛爾達-創,2026-06-10,14.32,2.88,6.0,,TWSE OpenAPI BWIBBU_ALL,OK
8488,吉源-KY,2026-06-10,,0.29,,,TWSE OpenAPI BWIBBU_ALL,OK
8499,鼎炫-KY,2026-06-10,27.05,1.3,2.96,,TWSE OpenAPI BWIBBU_ALL,OK
8926,台汽電,2026-06-10,18.38,3.14,3.21,,TWSE OpenAPI BWIBBU_ALL,OK
8940,新天地,2026-06-10,25.87,1.29,,,TWSE OpenAPI BWIBBU_ALL,OK
8996,高力,2026-06-10,87.02,24.43,0.37,,TWSE OpenAPI BWIBBU_ALL,OK
9802,鈺齊-KY,2026-06-10,14.27,1.2,6.3,,TWSE OpenAPI BWIBBU_ALL,OK
9902,台火,2026-06-10,,1.1,2.19,,TWSE OpenAPI BWIBBU_ALL,OK
9904,寶成,2026-06-10,7.3,0.52,4.91,,TWSE OpenAPI BWIBBU_ALL,OK
9905,大華,2026-06-10,14.57,0.74,5.35,,TWSE OpenAPI BWIBBU_ALL,OK
9906,欣巴巴,2026-06-10,17.39,2.81,0.17,,TWSE OpenAPI BWIBBU_ALL,OK
9907,統一實,2026-06-10,15.05,1.19,7.07,,TWSE OpenAPI BWIBBU_ALL,OK
9908,大台北,2026-06-10,16.61,1.0,4.08,,TWSE OpenAPI BWIBBU_ALL,OK
9910,豐泰,2026-06-10,20.35,3.47,4.36,,TWSE OpenAPI BWIBBU_ALL,OK
9911,櫻花,2026-06-10,13.4,3.0,5.87,,TWSE OpenAPI BWIBBU_ALL,OK
9912,偉聯,2026-06-10,,1.84,,,TWSE OpenAPI BWIBBU_ALL,OK
9914,美利達,2026-06-10,18.65,1.03,4.06,,TWSE OpenAPI BWIBBU_ALL,OK
9917,中保科,2026-06-10,17.48,3.67,5.23,,TWSE OpenAPI BWIBBU_ALL,OK
9918,欣天然,2026-06-10,25.41,2.42,3.49,,TWSE OpenAPI BWIBBU_ALL,OK
9919,康那香,2026-06-10,,1.36,1.42,,TWSE OpenAPI BWIBBU_ALL,OK
9921,巨大,2026-06-10,180.0,0.82,2.5,,TWSE OpenAPI BWIBBU_ALL,OK
9924,福興,2026-06-10,14.73,0.91,6.15,,TWSE OpenAPI BWIBBU_ALL,OK
9925,新保,2026-06-10,16.85,1.15,4.93,,TWSE OpenAPI BWIBBU_ALL,OK
9926,新海,2026-06-10,17.89,1.97,4.3,,TWSE OpenAPI BWIBBU_ALL,OK
9927,泰銘,2026-06-10,14.06,1.59,7.26,,TWSE OpenAPI BWIBBU_ALL,OK
9928,中視,2026-06-10,,0.6,,,TWSE OpenAPI BWIBBU_ALL,OK
9929,秋雨,2026-06-10,46.85,1.55,,,TWSE OpenAPI BWIBBU_ALL,OK
9930,中聯資源,2026-06-10,14.65,2.49,5.77,,TWSE OpenAPI BWIBBU_ALL,OK
9931,欣高,2026-06-10,14.5,1.2,5.22,,TWSE OpenAPI BWIBBU_ALL,OK
9933,中鼎,2026-06-10,9.57,1.75,2.47,,TWSE OpenAPI BWIBBU_ALL,OK
9934,成霖,2026-06-10,,0.68,0.96,,TWSE OpenAPI BWIBBU_ALL,OK
9935,慶豐富,2026-06-10,11.52,1.28,6.35,,TWSE OpenAPI BWIBBU_ALL,OK
9937,全國,2026-06-10,22.17,2.84,3.99,,TWSE OpenAPI BWIBBU_ALL,OK
9938,百和,2026-06-10,13.37,1.06,6.52,,TWSE OpenAPI BWIBBU_ALL,OK
9939,宏全,2026-06-10,14.47,2.03,4.75,,TWSE OpenAPI BWIBBU_ALL,OK
9940,信義,2026-06-10,52.84,1.08,3.07,,TWSE OpenAPI BWIBBU_ALL,OK
9941,裕融,2026-06-10,12.65,1.4,5.3,,TWSE OpenAPI BWIBBU_ALL,OK
9942,茂順,2026-06-10,14.56,2.19,5.86,,TWSE OpenAPI BWIBBU_ALL,OK
9943,好樂迪,2026-06-10,15.78,1.95,6.16,,TWSE OpenAPI BWIBBU_ALL,OK
9944,新麗,2026-06-10,344.0,0.53,1.74,,TWSE OpenAPI BWIBBU_ALL,OK
9945,潤泰新,2026-06-10,7.35,0.65,4.21,,TWSE OpenAPI BWIBBU_ALL,OK
9946,三發地產,2026-06-10,4.28,0.81,7.7,,TWSE OpenAPI BWIBBU_ALL,OK
9955,佳龍,2026-06-10,37.68,2.24,,,TWSE OpenAPI BWIBBU_ALL,OK
9958,世紀鋼,2026-06-10,14.16,2.39,4.05,,TWSE OpenAPI BWIBBU_ALL,OK
