trade_date,stock_id,stock_name,margin_balance,margin_change,short_balance,short_change,securities_lending_sell_volume,securities_lending_balance
2026-05-18,8163,達方,2670.0,-47.0,19.0,-16.0,,
2026-05-18,8201,無敵,0.0,0.0,0.0,0.0,,
2026-05-18,8210,勤誠,2140.0,-79.0,40.0,-5.0,,
2026-05-18,8213,志超,4837.0,-46.0,5.0,0.0,,
2026-05-18,8215,明基材,4024.0,205.0,397.0,2.0,,
2026-05-18,8222,寶一,3966.0,13.0,0.0,-1.0,,
2026-05-18,8249,菱光,4767.0,64.0,8.0,5.0,,
2026-05-18,8261,富鼎,7805.0,117.0,43.0,0.0,,
2026-05-18,8271,宇瞻,4256.0,89.0,139.0,-6.0,,
2026-05-18,8341,日友,338.0,0.0,0.0,0.0,,
2026-05-18,8367,建新國際,27.0,0.0,0.0,0.0,,
2026-05-18,8374,羅昇,2883.0,458.0,210.0,95.0,,
2026-05-18,8404,百和興業-KY,3757.0,13.0,0.0,0.0,,
2026-05-18,8411,福貞-KY,24.0,3.0,0.0,0.0,,
2026-05-18,8422,可寧衛*,32221.0,-30.0,114.0,54.0,,
2026-05-18,8429,金麗-KY,13157.0,17.0,0.0,0.0,,
2026-05-18,8438,昶昕,6944.0,497.0,49.0,1.0,,
2026-05-18,8442,威宏-KY,714.0,1.0,12.0,2.0,,
2026-05-18,8443,阿瘦,34.0,0.0,0.0,0.0,,
2026-05-18,8454,富邦媒,1005.0,144.0,7.0,-1.0,,
2026-05-18,8462,柏文,1037.0,-1.0,0.0,0.0,,
2026-05-18,8463,潤泰材,159.0,-2.0,0.0,0.0,,
2026-05-18,8464,億豐,176.0,4.0,0.0,0.0,,
2026-05-18,8466,美吉吉-KY,675.0,53.0,3.0,1.0,,
2026-05-18,8467,波力-KY,316.0,-2.0,2.0,0.0,,
2026-05-18,8473,山林水,1696.0,17.0,3.0,0.0,,
2026-05-18,8476,台境*,9562.0,-11.0,11.0,0.0,,
2026-05-18,8478,東哥遊艇,1033.0,7.0,2.0,0.0,,
2026-05-18,8481,政伸,7.0,-1.0,0.0,0.0,,
2026-05-18,8482,商億-KY,190.0,-1.0,0.0,0.0,,
2026-05-18,8487,愛爾達-創,36.0,-18.0,0.0,0.0,,
2026-05-18,8488,吉源-KY,13.0,-3.0,0.0,0.0,,
2026-05-18,8499,鼎炫-KY,627.0,-17.0,73.0,0.0,,
2026-05-18,8926,台汽電,4737.0,43.0,576.0,-34.0,,
2026-05-18,8940,新天地,56.0,0.0,0.0,0.0,,
2026-05-18,8996,高力,4751.0,-113.0,127.0,-32.0,,
2026-05-18,9103,美德醫療-DR,4110.0,33.0,3.0,3.0,,
2026-05-18,910322,康師傅-DR,0.0,0.0,0.0,0.0,,
2026-05-18,9105,泰金寶-DR,53453.0,-175.0,0.0,-3.0,,
2026-05-18,910861,神州-DR,0.0,0.0,0.0,0.0,,
2026-05-18,911868,同方友友-DR,0.0,0.0,0.0,0.0,,
2026-05-18,912000,晨訊科-DR,9400.0,14.0,0.0,0.0,,
2026-05-18,9136,巨騰-DR,10364.0,0.0,0.0,0.0,,
2026-05-18,9802,鈺齊-KY,2364.0,22.0,16.0,0.0,,
2026-05-18,9902,台火,3496.0,11.0,0.0,0.0,,
2026-05-18,9904,寶成,17752.0,3617.0,116.0,12.0,,
2026-05-18,9905,大華,265.0,-1.0,0.0,0.0,,
2026-05-18,9906,欣巴巴,390.0,-1.0,6.0,-2.0,,
2026-05-18,9907,統一實,3574.0,84.0,9.0,0.0,,
2026-05-18,9908,大台北,232.0,-13.0,0.0,0.0,,
2026-05-18,9910,豐泰,3511.0,701.0,2.0,0.0,,
2026-05-18,9911,櫻花,339.0,1.0,0.0,0.0,,
2026-05-18,9912,偉聯,0.0,0.0,0.0,0.0,,
2026-05-18,9914,美利達,2964.0,-254.0,87.0,15.0,,
2026-05-18,9917,中保科,66.0,14.0,0.0,0.0,,
2026-05-18,9918,欣天然,128.0,-3.0,0.0,0.0,,
2026-05-18,9919,康那香,8406.0,14.0,1.0,0.0,,
2026-05-18,9921,巨大,2406.0,5.0,34.0,-8.0,,
2026-05-18,9924,福興,696.0,0.0,0.0,0.0,,
2026-05-18,9925,新保,7.0,0.0,0.0,0.0,,
2026-05-18,9926,新海,20.0,-3.0,0.0,0.0,,
2026-05-18,9927,泰銘,46.0,-5.0,0.0,0.0,,
2026-05-18,9928,中視,296.0,4.0,0.0,0.0,,
2026-05-18,9929,秋雨,0.0,0.0,0.0,0.0,,
2026-05-18,9930,中聯資源,13.0,0.0,0.0,0.0,,
2026-05-18,9931,欣高,113.0,-3.0,0.0,0.0,,
2026-05-18,9933,中鼎,4555.0,-45.0,19.0,-2.0,,
2026-05-18,9934,成霖,4577.0,-27.0,1.0,0.0,,
2026-05-18,9935,慶豐富,1104.0,-42.0,0.0,0.0,,
2026-05-18,9937,全國,149.0,5.0,0.0,0.0,,
2026-05-18,9938,百和,3502.0,31.0,5.0,0.0,,
2026-05-18,9939,宏全,1113.0,180.0,1.0,-1.0,,
2026-05-18,9940,信義,970.0,-1.0,1.0,0.0,,
2026-05-18,9941,裕融,1183.0,-33.0,3.0,-2.0,,
2026-05-18,9942,茂順,85.0,0.0,0.0,0.0,,
2026-05-18,9943,好樂迪,94.0,-1.0,0.0,0.0,,
2026-05-18,9944,新麗,5501.0,1.0,0.0,0.0,,
2026-05-18,9945,潤泰新,21990.0,1248.0,13.0,0.0,,
2026-05-18,9946,三發地產,1638.0,-14.0,1.0,0.0,,
2026-05-18,9955,佳龍,1371.0,10.0,39.0,11.0,,
2026-05-18,9958,世紀鋼,8586.0,16.0,16.0,-1.0,,
